Lat.,Long.,CombinedBins,Genetic ID_x,Master ID,Skeletal code_x,Skeletal element_x,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_x",Publication_x,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_x","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_x","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_x","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_x",Age at Death from physical anthropology_x,Group ID_x,Locality_x,Political Entity_x,Pulldown Strategy_x,Data source_x,No. Libraries_x,1240k coverage (taken from original pulldown where possible)_x,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_x,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_x,Molecular Sex_x,Family ID and position within family_x,Y haplogroup (manual curation in terminal mutation format)_x,Y haplogroup (manual curation in ISOGG format)_x,mtDNA coverage (merged data)_x,mtDNA haplogroup if >2x or published_x,mtDNA match to consensus if >2x (merged data)_x,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_x,Sex ratio [Y/(Y+X) counts] (merged data)_x,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_x",Libraries_x,ASSESSMENT_x,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._x",Unnamed: 35_x,DateBins_x,Updated mtDNA haplogroup_x,P_y_sum,I_y_sum,G_y_sum,R_y_sum,E_y_sum,B_y_sum,H_y_sum,A_y_sum,D_y_sum,K_y_sum,J_y_sum,F_y_sum,N_y_sum,L_y_sum,Q_y_sum,C_y_sum,y_haplos_sum,Genetic ID_y,Skeletal code_y,Skeletal element_y,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_y",Publication_y,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_y","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_y","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_y","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_y",Age at Death from physical anthropology_y,Group ID_y,Locality_y,Political Entity_y,Pulldown Strategy_y,Data source_y,No. Libraries_y,1240k coverage (taken from original pulldown where possible)_y,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_y,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_y,Molecular Sex_y,Family ID and position within family_y,Y haplogroup (manual curation in terminal mutation format)_y,Y haplogroup (manual curation in ISOGG format)_y,mtDNA coverage (merged data)_y,mtDNA haplogroup if >2x or published_y,mtDNA match to consensus if >2x (merged data)_y,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_y,Sex ratio [Y/(Y+X) counts] (merged data)_y,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_y",Libraries_y,ASSESSMENT_y,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._y",Unnamed: 35_y,DateBins_y,Updated mtDNA haplogroup_y,P_mt_sum,X_mt_sum,V_mt_sum,I_mt_sum,R_mt_sum,E_mt_sum,K_mt_sum,U_mt_sum,T_mt_sum,r_mt_sum,A_mt_sum,M_mt_sum,J_mt_sum,W_mt_sum,L_mt_sum,C_mt_sum,G_mt_sum,B_mt_sum,H_mt_sum,D_mt_sum,F_mt_sum,N_mt_sum,Z_mt_sum,Y_mt_sum,mt_haplos_sum
54.201949,-0.434355,United Kingdom (3000-3999BP),I1770,I1770,BurialXI (SW 59. Cemetery. BurialXI),petrous,2018,OlaldeNature2018,Context: Archaeological - Period,3950,231,2400-1600 BCE,,England_BellBeaker,England. North Yorkshire. Staxton. Staxton Beacon,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.778,483136,260908,F,n/a (no relatives detected),n/a (female),n/a,69.4,U5b1d2,[0.964.0.981],0.119,0.011,ds.half,S1770.E1.L1,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I1770,BurialXI (SW 59. Cemetery. BurialXI),petrous,2018,OlaldeNature2018,Context: Archaeological - Period,3950,231,2400-1600 BCE,,England_BellBeaker,England. North Yorkshire. Staxton. Staxton Beacon,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.778,483136,260908,F,n/a (no relatives detected),n/a (female),n/a,69.4,U5b1d2,[0.964.0.981],0.119,0.011,ds.half,S1770.E1.L1,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.2469,-8.55609,Ireland (5000-5999BP),prs002_noUDG.SG,prs002,Primrose2,tooth,2019,SanchezQuintoPNAS2019,Direct: IntCal20,49943,424,3785-3649 calBCE (4950±30 BP. Beta-446171),,Ireland_Megalithic.SG,Primrose Grange,Ireland,Repulldown on 3.2M snpset,Shotgun,8,3.764807,5008145,2591759,F,Ireland. Primrose Grange Family A (2 members) (prs017-prs002 have a father-daughter relationship),n/a (female),n/a,,H1+16189,,,,ds.minus.ds.plus.ss.minus,,PASS,,0.0,5000-5999,n/a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,prs002_noUDG.SG,Primrose2,tooth,2019,SanchezQuintoPNAS2019,Direct: IntCal20,49943,424,3785-3649 calBCE (4950±30 BP. Beta-446171),,Ireland_Megalithic.SG,Primrose Grange,Ireland,Repulldown on 3.2M snpset,Shotgun,8,3.764807,5008145,2591759,F,Ireland. Primrose Grange Family A (2 members) (prs017-prs002 have a father-daughter relationship),n/a (female),n/a,,H1+16189,,,,ds.minus.ds.plus.ss.minus,,PASS,,0.0,5000-5999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
54.251,-8.519,Ireland (5000-5999BP),car004_noUDG.SG,car004,Carrowmore4,tooth,2019,SanchezQuintoPNAS2019,Direct: IntCal20,5517,52,3638-3386 calBCE (4770±30 BP. Beta-468275),,Ireland_Megalithic.SG,Carrowmore,Ireland,Repulldown on 3.2M snpset,Shotgun+whole.genome.capture,1,0.017825,21366,10841,M,n/a (no relatives detected),I-CTS616,I,,T2c1d1,,,,ss.minus,,PASS,,0.0,5000-5999,T,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,car004_noUDG.SG,Carrowmore4,tooth,2019,SanchezQuintoPNAS2019,Direct: IntCal20,5517,52,3638-3386 calBCE (4770±30 BP. Beta-468275),,Ireland_Megalithic.SG,Carrowmore,Ireland,Repulldown on 3.2M snpset,Shotgun+whole.genome.capture,1,0.017825,21366,10841,M,n/a (no relatives detected),I-CTS616,I,,T2c1d1,,,,ss.minus,,PASS,,0.0,5000-5999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.296993,-8.335987,Ireland (6000-6999BP),SRA62.SG,SRA62,1997:62,tooth,2020,CassidyNature2020,Direct: IntCal20,6001,70,4226-3961 calBCE (5227±36 BP. UB-15772),,Ireland_Mesolithic.SG,Ireland. Leitrim. Sramore,Ireland,Repulldown on 3.2M snpset,Shotgun,,9.120829,1149845,593021,M,n/a (no relatives detected),I-Y10720,I,,U5a2d,,,,ds.half,,PASS,,0.0,6000-6999,U,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SRA62.SG,1997:62,tooth,2020,CassidyNature2020,Direct: IntCal20,6001,70,4226-3961 calBCE (5227±36 BP. UB-15772),,Ireland_Mesolithic.SG,Ireland. Leitrim. Sramore,Ireland,Repulldown on 3.2M snpset,Shotgun,,9.120829,1149845,593021,M,n/a (no relatives detected),I-Y10720,I,,U5a2d,,,,ds.half,,PASS,,0.0,6000-6999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.35661,90.919186,Russia (4000-4999BP),I10564,I10564,StPet40 (StPet40.. collection 6136. individual 2),bone (long bone),2019,NarasimhanPattersonScience2019,Context: Archaeological - Period,37492,933,3300-2500 BCE,,Russia_Afanasievo,Middle Yenisei region. Afanasieva Gora,Russia,Repulldown on 3.2M snpset,1240K,1,0.369583,5079485,2757617,F,n/a (no relatives detected),n/a (female),n/a,172.7,V1a,[0.945.0.972],0.05,0.008,ds.half,S10564.E1.L2,PASS,mtcontam=[0.945.0.972],0.0,4000-4999,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I10564,StPet40 (StPet40.. collection 6136. individual 2),bone (long bone),2019,NarasimhanPattersonScience2019,Context: Archaeological - Period,37492,933,3300-2500 BCE,,Russia_Afanasievo,Middle Yenisei region. Afanasieva Gora,Russia,Repulldown on 3.2M snpset,1240K,1,0.369583,5079485,2757617,F,n/a (no relatives detected),n/a (female),n/a,172.7,V1a,[0.945.0.972],0.05,0.008,ds.half,S10564.E1.L2,PASS,mtcontam=[0.945.0.972],0.0,4000-4999,V,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
54.362,23.333,Lithuania (3000-3999BP),Turlojiske1932,Turlojiske1932,Turlojiske1932,,2018,MittnikNatureCommunications2018,Direct: IntCal20,3036,84,1257-924 calBCE (2895±55 BP. OxA-5931),,Lithuania_BA,Turlojiškė,Lithuania,Repulldown on 3.2M snpset,1240K,,0.076926,82692,44217,F,n/a (no relatives detected),n/a (female),n/a,,U5a2a1,,,,half,,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turlojiske1932,Turlojiske1932,,2018,MittnikNatureCommunications2018,Direct: IntCal20,3036,84,1257-924 calBCE (2895±55 BP. OxA-5931),,Lithuania_BA,Turlojiškė,Lithuania,Repulldown on 3.2M snpset,1240K,,0.076926,82692,44217,F,n/a (no relatives detected),n/a (female),n/a,,U5a2a1,,,,half,,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.363818,-5.486033,Ireland (5000-5999BP),MB6.SG,MB6,AX71; B026681.1 (Skull F),petrous,2020,CassidyNature2020,Direct: IntCal20,5192,104,3494-3036 calBCE (4548±51 BP. UBA-35071),,Ireland_MN.SG,Ireland. Down. Millin Bay. Keentagh Td.,Ireland,Repulldown on 3.2M snpset,Shotgun,,1.170701,826881,435188,M,n/a (no relatives detected),I-L1195,n/a,,J1c3,,,,ds.half,,PASS,,0.0,5000-5999,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MB6.SG,AX71; B026681.1 (Skull F),petrous,2020,CassidyNature2020,Direct: IntCal20,5192,104,3494-3036 calBCE (4548±51 BP. UBA-35071),,Ireland_MN.SG,Ireland. Down. Millin Bay. Keentagh Td.,Ireland,Repulldown on 3.2M snpset,Shotgun,,1.170701,826881,435188,M,n/a (no relatives detected),I-L1195,n/a,,J1c3,,,,ds.half,,PASS,,0.0,5000-5999,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.3738,105.21,Russia (5000-5999BP),irk030_noUDG.SG,irk030,irk030,tooth,2018,KilincSciAdv2021,Direct: IntCal20,5969,52,4215-3953 calBCE (5202±34 BP. Ua-62563),,Russia_LenaRiver_N.SG,Siberian Federal District. Cis-Baikal. Lena River. Korkino,Russia,Repulldown on 3.2M snpset,Shotgun,7,6.422792,1146967,591837,M,n/a (no relatives detected),,K,610.764,A10,,,0.222434987,ds.plus.ds.plus.ds.plus.ds.plus.ds.plus.ds.minus.ds.minus,IRK030-b1e1l2p1.IRK030-b1e1l2p1.irk030-b1e1l1p1.irk030-b1e1l2p2.irk030-b1e1l3p1.irk030-b1e1l1p1.Irk030-b1e1l1p1,PASS,,0.0,5000-5999,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,irk030_noUDG.SG,irk030,tooth,2018,KilincSciAdv2021,Direct: IntCal20,5969,52,4215-3953 calBCE (5202±34 BP. Ua-62563),,Russia_LenaRiver_N.SG,Siberian Federal District. Cis-Baikal. Lena River. Korkino,Russia,Repulldown on 3.2M snpset,Shotgun,7,6.422792,1146967,591837,M,n/a (no relatives detected),,K,610.764,A10,,,0.222434987,ds.plus.ds.plus.ds.plus.ds.plus.ds.plus.ds.minus.ds.minus,IRK030-b1e1l2p1.IRK030-b1e1l2p1.irk030-b1e1l1p1.irk030-b1e1l2p2.irk030-b1e1l3p1.irk030-b1e1l1p1.Irk030-b1e1l1p1,PASS,,0.0,5000-5999,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.386333,105.17325,Russia (3000-3999BP),ZPL001,ZPL001,8309 petrous left,petrous bone,2020,YuCell2020,Direct (WARNING TO FWRE CALIBRATE IN Intcal20; MISSING LAB CODE): IntCal13 range with fresh water reservoir effect correction,3951,123,2200-1775 calBCE (3921±70 BP),,Russia_Siberia_Lena_EBA,Siberia. Upper Lena river. Zapleskino,Russia,Repulldown on 3.2M snpset,1240K,1,1.240023,711409,392795,F,n/a (no relatives detected),n/a (female),n/a,47.9,A+152+16362+16189,,0.062,,ds.half,ZPL001.A0101,PASS,,0.0,3000-3999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZPL001,8309 petrous left,petrous bone,2020,YuCell2020,Direct (WARNING TO FWRE CALIBRATE IN Intcal20; MISSING LAB CODE): IntCal13 range with fresh water reservoir effect correction,3951,123,2200-1775 calBCE (3921±70 BP),,Russia_Siberia_Lena_EBA,Siberia. Upper Lena river. Zapleskino,Russia,Repulldown on 3.2M snpset,1240K,1,1.240023,711409,392795,F,n/a (no relatives detected),n/a (female),n/a,47.9,A+152+16362+16189,,0.062,,ds.half,ZPL001.A0101,PASS,,0.0,3000-3999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.386333,105.17325,Russia (4000-4999BP),ZPL002,ZPL002,8310 M2 lower right,tooth,2020,YuCell2020,Direct (WARNING MISSING LAB CODE. NEED TO CHANGE TO INTCAL20 AFTER REAPPLYING FWRE CORRECTION): IntCal13 with FWRE correction,4168,43,2289-2140 calBCE (4091±24 BP),,Russia_Siberia_Lena_EBA,Siberia. Upper Lena river. Zapleskino,Russia,Repulldown on 3.2M snpset,1240K,1,0.387973,354160,192186,M,n/a (no relatives detected),,K,278.6,F1b1b,,0.066,,ds.half,ZPL002.A0101,PASS,,0.0,4000-4999,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ZPL002,8310 M2 lower right,tooth,2020,YuCell2020,Direct (WARNING MISSING LAB CODE. NEED TO CHANGE TO INTCAL20 AFTER REAPPLYING FWRE CORRECTION): IntCal13 with FWRE correction,4168,43,2289-2140 calBCE (4091±24 BP),,Russia_Siberia_Lena_EBA,Siberia. Upper Lena river. Zapleskino,Russia,Repulldown on 3.2M snpset,1240K,1,0.387973,354160,192186,M,n/a (no relatives detected),,K,278.6,F1b1b,,0.066,,ds.half,ZPL002.A0101,PASS,,0.0,4000-4999,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54.3955,-1.614,United Kingdom (1000-1999BP),I14088,I14088,HBS98 SK230 (SK230. Grave 70; Grid ref. 422760/499718),petrous,2022,GretzingerNature2022,Direct: IntCal20,6248,135,435-587 calCE (1545±20 BP. PSUAMS-6824),adult . 25-35,England_Scorton_Anglian,England. Scorton. Hollow Banks,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.72565,1912435,1031886,F,n/a (no relatives detected),n/a (female),n/a,132.2,H1g1,[0.960.0.984],0.132,0.007,ss.half,S14088.Y1.E1.L1,PASS,damage.ss.half=0.065,0.0,1000-1999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,I14088,HBS98 SK230 (SK230. Grave 70; Grid ref. 422760/499718),petrous,2022,GretzingerNature2022,Direct: IntCal20,6248,135,435-587 calCE (1545±20 BP. PSUAMS-6824),adult . 25-35,England_Scorton_Anglian,England. Scorton. Hollow Banks,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.72565,1912435,1031886,F,n/a (no relatives detected),n/a (female),n/a,132.2,H1g1,[0.960.0.984],0.132,0.007,ss.half,S14088.Y1.E1.L1,PASS,damage.ss.half=0.065,0.0,1000-1999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
54.3955,-1.614,United Kingdom (2000-2999BP),I14097,I14097,TQS07 SK433,petrous,2021,PattersonNature2021,Direct: IntCal20,6077,153,162 calBCE - 26 calCE (2051±32 BP. SUERC-56654),,England_LIA,England. North Yorkshire. Scorton Quarry,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.814957,570681,305800,M,n/a (no relatives detected),R-Y17997,K,161.9,H66a1,[0.943.0.976],0.161,0.39,ss.half,S14097.Y1.E1.L1,PASS,Xcontam=[0.006.0.022]. mtcontam=[0.943.0.976],0.0,2000-2999,H,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,I14097,TQS07 SK433,petrous,2021,PattersonNature2021,Direct: IntCal20,6077,153,162 calBCE - 26 calCE (2051±32 BP. SUERC-56654),,England_LIA,England. North Yorkshire. Scorton Quarry,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.814957,570681,305800,M,n/a (no relatives detected),R-Y17997,K,161.9,H66a1,[0.943.0.976],0.161,0.39,ss.half,S14097.Y1.E1.L1,PASS,Xcontam=[0.006.0.022]. mtcontam=[0.943.0.976],0.0,2000-2999,H,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
54.520535,9.559718,Germany (0-999BP),SWG001.A,SWG001,KH130132,,2022,GretzingerNature2022,Context: Historical - Period,12450,753,1100-1200 CE,,Germany_Schleswig_Saxon_LMedieval,Schleswig-Holstein. Schleswig,Germany,Repulldown on 3.2M snpset,1240k,1,0.582581,9806621,5309541,M,n/a (no relatives detected),n/a (female),K,27.28390368,U5a1b1,,0.0859,,ds.half,SWG001.A,PASS,,0.0,0-999,U,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,SWG001.A,KH130132,,2022,GretzingerNature2022,Context: Historical - Period,12450,753,1100-1200 CE,,Germany_Schleswig_Saxon_LMedieval,Schleswig-Holstein. Schleswig,Germany,Repulldown on 3.2M snpset,1240k,1,0.582581,9806621,5309541,M,n/a (no relatives detected),n/a (female),K,27.28390368,U5a1b1,,0.0859,,ds.half,SWG001.A,PASS,,0.0,0-999,U,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0
54.522812,-1.308134,United Kingdom (4000-4999BP),I1765_d,I1765,Sk7 (IWF 96. Cemetery. Sk 7),tooth (molar),2018,OlaldeNature2018,Direct: IntCal20,16301,250,2344-2039 calBCE (3780±40 BP. OxA-8729),,England_BellBeaker,England.  County Durham. Stockton-on-Tees. Windmill Fields,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.011,1547600,837088,U,n/a (no relatives detected),n/a  (sex unknown),n/a,17.305571,N1a1a1a2,[0.966.0.993],0.074,0.426,ds.half,S1765.E1.L1,PASS,,0.0,4000-4999,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I1765_d,Sk7 (IWF 96. Cemetery. Sk 7),tooth (molar),2018,OlaldeNature2018,Direct: IntCal20,16301,250,2344-2039 calBCE (3780±40 BP. OxA-8729),,England_BellBeaker,England.  County Durham. Stockton-on-Tees. Windmill Fields,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.011,1547600,837088,U,n/a (no relatives detected),n/a  (sex unknown),n/a,17.305571,N1a1a1a2,[0.966.0.993],0.074,0.426,ds.half,S1765.E1.L1,PASS,,0.0,4000-4999,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
54.53,51.11,Russia (11000-11999BP),Sidelkino_noUDG.SG,I8743,Mayak-3 B.3,,2018,DamgaardScience2018,Direct: IntCal20; R_combine,11321,66,9649-9284 calBCE (9913±35 BP) [R_combine: (9836±48 BP. UBA-31465); (9995±50 BP. PSUAMS-6189)],,Russia_Sidelkino_HG.SG,Sidelkino,Russia,Repulldown on 3.2M snpset,Shotgun,,1.969669,973032,503090,F,n/a (no relatives detected),n/a (female),n/a,,U5a2,,,,ds.minus,,PASS,,0.0,11000-11999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sidelkino_noUDG.SG,Mayak-3 B.3,,2018,DamgaardScience2018,Direct: IntCal20; R_combine,11321,66,9649-9284 calBCE (9913±35 BP) [R_combine: (9836±48 BP. UBA-31465); (9995±50 BP. PSUAMS-6189)],,Russia_Sidelkino_HG.SG,Sidelkino,Russia,Repulldown on 3.2M snpset,Shotgun,,1.969669,973032,503090,F,n/a (no relatives detected),n/a (female),n/a,,U5a2,,,,ds.minus,,PASS,,0.0,11000-11999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.54222222,-5.956666667,Ireland (5000-5999BP),bally_noUDG.SG,bally,bally,petrous,2016,CassidyPNAS2016,Direct: IntCal20,5131,102,3346-3014 calBCE (4465±38 BP. UBA-7059),,Ireland_N.SG,Ballynahatty.  County Down,Ireland,Repulldown on 3.2M snpset,Shotgun,,11.285,1149042,592713,F,n/a (no relatives detected),n/a (female),n/a,,HV0+195,,,,ds.minus,,PASS,,0.0,5000-5999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bally_noUDG.SG,bally,petrous,2016,CassidyPNAS2016,Direct: IntCal20,5131,102,3346-3014 calBCE (4465±38 BP. UBA-7059),,Ireland_N.SG,Ballynahatty.  County Down,Ireland,Repulldown on 3.2M snpset,Shotgun,,11.285,1149042,592713,F,n/a (no relatives detected),n/a (female),n/a,,HV0+195,,,,ds.minus,,PASS,,0.0,5000-5999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
54.594544,-1.309398,United Kingdom (1000-1999BP),I17269,I17269,NBS 03; Sk 57,petrous,2022,GretzingerNature2022,Context: Archaeological - Period,7800,348,600-900 CE,,England_EarlyMedieval,England. North Yorkshire. Stockton-on-Tees. Norton. Norton Bishops Mill,United Kingdom,Repulldown on 3.2M snpset,1240K,1,2.728847,4057534,2239755,F,n/a (no relatives detected),n/a (female),n/a,230.5,J2a1a1a2,[0.980.0.995],0.126,0.014801023,ds.half,S17269.Y1.E1.L1,QUESTIONABLE ,mtcontam=[0.948.0.978],0.0,1000-1999,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I17269,NBS 03; Sk 57,petrous,2022,GretzingerNature2022,Context: Archaeological - Period,7800,348,600-900 CE,,England_EarlyMedieval,England. North Yorkshire. Stockton-on-Tees. Norton. Norton Bishops Mill,United Kingdom,Repulldown on 3.2M snpset,1240K,1,2.728847,4057534,2239755,F,n/a (no relatives detected),n/a (female),n/a,230.5,J2a1a1a2,[0.980.0.995],0.126,0.014801023,ds.half,S17269.Y1.E1.L1,QUESTIONABLE ,mtcontam=[0.948.0.978],0.0,1000-1999,J,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
